EMA10,EMA20,RSI,MACD,BB_H,BB_L,STOCH,Target,Date
1137.6985982477481,1132.3639545001677,56.58207208814271,8.797096523777554,1160.171379296108,1111.988422949986,52.034377354099036,1,2023-06-06
1139.7527105336687,1133.9479793878006,60.10897039433723,9.105295044755849,1160.2811361433971,1111.9499551651968,67.48876116389621,1,2023-06-07
1141.5587695559561,1135.4468418419387,60.38543193925143,9.298025399446033,1161.3728750437335,1111.748194292204,68.72164730807663,0,2023-06-08
1141.5562961849866,1136.027634620385,55.49721193563105,8.693650499174055,1161.2681345019694,1111.7425588574058,54.17180180190217,1,2023-06-09
1141.7382435760685,1136.6494795932947,55.97424826279375,8.201781107143233,1161.0124805747314,1111.7636424721436,55.980223895179726,1,2023-06-12
1144.9561570309877,1138.819697496612,63.08349496454861,9.069479379349332,1164.2161781376574,1111.6438316279675,86.14873621709154,1,2023-06-13
1150.1813692469445,1142.1411381368157,67.81167414743116,10.783338904354196,1169.9934149297758,1111.0432061639742,96.97839230281349,1,2023-06-14
1154.5150922389773,1145.1769198097975,67.91163504144347,12.028907608973668,1174.472787690524,1112.0141019579137,91.03543105572179,1,2023-06-15
1160.1389462068905,1149.0120978338643,71.31642227779724,13.779449424919221,1181.1708469747898,1111.5459132791163,96.19483159437218,0,2023-06-16
1162.5994787147285,1151.3606480401631,63.8054049023494,14.054656285133888,1184.3904047299131,1112.7785649966493,75.78941100002905,1,2023-06-19
1165.055845688471,1153.71768128113,64.6358000610479,14.304561354613497,1187.4692863474595,1114.4163581837904,79.7742807274957,1,2023-06-20
1167.6677178502262,1156.1656299760818,65.78429409167504,14.60151783013248,1189.8580542924806,1117.7331444379884,85.18794845429434,0,2023-06-21
1167.3962790933667,1157.1188847105025,57.710846671165925,13.611089050957844,1189.3475535446792,1122.6383595412585,61.3698519064364,0,2023-06-22
1165.4389966374704,1157.0724409843533,52.69329038645174,11.918688807879107,1189.5064626690755,1122.8589059832684,43.23781070907225,0,2023-06-23
1162.231959606794,1156.1893792685814,48.49198059166128,9.752446826798177,1189.0913659375622,1122.1218542772815,25.672272148440182,1,2023-06-26
1159.6833043089678,1155.429853192407,48.69852017339495,7.9771403250758794,1188.6616567591393,1121.4707162877355,26.428787940115637,1,2023-06-27
1160.3618459260872,1156.190370336285,55.71855274027533,7.70793271051366,1189.0312911574613,1123.8423294480074,54.20174945962559,1,2023-06-28
1162.6522347349803,1157.787381197115,59.46856458909518,8.170496265971906,1189.9114172487596,1126.9636804074905,71.63863555183386,1,2023-06-30
1169.9994669138475,1162.0992507706042,68.52333704630111,10.841173640080342,1196.2445287331539,1128.012600173096,95.35908647891681,0,2023-07-03
1173.7571321979774,1164.8199531711716,62.34693935391734,11.821232849591297,1199.2906327446474,1130.0948164741028,73.79830603527245,0,2023-07-04
1176.4761834460724,1167.0953780179648,61.40695269363643,12.298439167606375,1201.3232688058988,1132.898447502695,70.72642745593943,1,2023-07-05
1183.2375272229228,1171.5304443228015,68.03243475015503,14.522611433015982,1209.0285044233035,1131.659947725134,96.38790330298767,0,2023-07-06
1188.3388717051187,1175.317537423011,66.85901088495186,15.910744372134332,1214.7593600675766,1132.089980752736,82.41726872981363,1,2023-07-07
1200.9964525598698,1183.187825897605,75.73704321348708,20.53921054775833,1232.1496011283862,1126.3407797309887,92.22197847691743,1,2023-07-10
1213.8321472648934,1191.6073447109284,77.623724092715,25.01930500069443,1249.4840074971776,1121.9099500223538,98.12953924285047,1,2023-07-11
1224.5891396655945,1199.3586076402448,77.81483361935763,28.35613705604942,1264.3551867904987,1118.394654518095,89.13902479773834,0,2023-07-12
1231.3206020204295,1205.2875195428107,72.41043281419891,29.739237988114155,1274.3389886162718,1117.202588532166,81.29063938002624,0,2023-07-13
1236.6358237056354,1210.5510244710251,71.91060701686982,30.399567581213432,1282.8189360813515,1117.37638862568,80.5612890317276,1,2023-07-14
1245.6676581384174,1217.7662519581597,76.21544567864152,32.62514290340687,1295.6101412351532,1114.6716458742217,94.41230978523684,1,2023-07-17
1255.0434248405234,1225.3346446288112,77.77135439666758,34.86841804751907,1308.9417100817689,1113.6963270276062,94.99413377702882,1,2023-07-18
1264.5041018581553,1233.1196449915435,79.09818353193619,37.01378741700819,1322.4840654315803,1113.2507368145134,95.61305002586495,0,2023-07-19
1271.956858374002,1240.0124657252359,78.28886634379785,38.14655273370431,1333.8331405919887,1114.508973665824,94.14880598114172,0,2023-07-20
1270.706756638388,1242.3999736397966,61.09993673532406,35.375502200585515,1336.773077490971,1121.459686180904,62.70292702714836,0,2023-07-21
1265.0315579882265,1242.123134632435,53.14377122963274,30.76009285913983,1335.690036004358,1130.8289215151733,42.50843556932132,0,2023-07-24
1260.2432606906511,1241.7967335104472,52.912587194589236,26.72989145104748,1332.43330124968,1143.1752192581325,41.837948121525116,1,2023-07-25
1259.9858523193395,1243.4187126664465,57.89369212211815,24.873651044445978,1328.865193128429,1157.8046432973524,47.78312849596814,0,2023-07-26
1257.6461172740617,1243.7709599906243,54.29572207993326,22.201723813161834,1324.7909669811497,1170.2490720813503,20.157608478716245,1,2023-07-27
1258.0104196375846,1245.2832285889874,57.35061472035908,20.855063687326492,1321.2318106791076,1182.4773079732363,35.10457287596348,1,2023-07-28
1260.2473612730805,1247.667073355066,59.81208875582125,20.412998515555728,1321.2472827871516,1189.1869945565986,47.93531265703607,0,2023-07-31
1258.811384187918,1248.1130175407443,54.14312732200207,18.400989873143544,1317.3793921100187,1199.2231713665437,26.3208374210851,0,2023-08-01
1255.2038544634102,1247.2422511752568,50.317906873637206,15.547620069725554,1311.5208734889047,1210.1074956517205,13.189383250337867,0,2023-08-02
1251.305439695915,1245.9584723244884,48.87071274424164,12.719488146292406,1309.4515869804336,1214.186682062535,10.025911774372268,1,2023-08-03
1251.1645891546123,1246.3939284572753,53.50769473357378,11.696397108726387,1305.833301896864,1221.7285511304797,28.926567004276343,1,2023-08-04
1252.3449577103077,1247.4665653861955,55.36046191291904,11.32998201475425,1305.8268379218757,1221.7051200859369,36.95864030566789,0,2023-08-07
1251.9335387303083,1247.7156689989686,52.94519093640912,10.309557399828918,1304.9951340267328,1220.385761969361,29.265350355791135,1,2023-08-08
1253.0963905307635,1248.7264837260013,55.23519068582035,10.050477542410363,1304.029688062043,1219.884569750457,42.811603098640056,1,2023-08-09
1255.0670796459087,1250.1749310534358,56.77511719250615,10.180158243023698,1304.1542128628812,1219.9923447543065,77.66216872740523,1,2023-08-10
1257.6488996818798,1251.9932318906085,58.246330246128075,10.591084216607214,1304.6981886755827,1220.3196457970737,88.26149726554975,1,2023-08-11
1262.4884152581856,1255.0668512678421,62.149209842641675,11.988851681244796,1304.374075388349,1220.43929131087,95.93557576960326,0,2023-08-14
1266.2577445862428,1257.748077486381,61.71575129937342,12.863861367730806,1301.7476894419694,1221.6642124134994,93.86761902531379,0,2023-08-16
1265.975907679937,1258.410893116398,54.477608777461896,11.926066038404542,1293.8727783968122,1225.3021727750627,64.08820149429877,1,2023-08-17
1267.4486164043235,1259.902789549509,57.21245147162214,11.802734454449137,1286.0541438498853,1229.9789616188646,79.15827435237564,0,2023-08-18
1265.3194201688782,1259.5061464599723,50.78131257843358,10.108761112749107,1285.4113664157442,1229.6874128811307,49.65927045684136,0,2023-08-21
1263.5229737461277,1259.118795829856,50.68125292095738,8.642516848201922,1284.981851657014,1231.711507717986,49.17816863126166,1,2023-08-22
1262.306860444275,1258.9012296161495,51.164747215461325,7.506572576515509,1284.3408356618752,1234.1663664865623,51.422852291752086,0,2023-08-23
1257.4703503066794,1256.6921653372306,44.11294331005618,4.84559465578559,1285.2062794009253,1230.9887767514183,7.87123797520746,0,2023-08-24
1252.4758299384193,1254.1501008557086,42.412951355599326,2.2504175441081316,1286.6649810495574,1227.8183929738802,18.366636184360036,0,2023-08-25
1246.1605778331386,1250.6826572846292,38.94071269890923,-0.7863762840977415,1289.1911733590368,1221.1014169729942,8.338757685091183,0,2023-08-28
1238.8735027796702,1246.4349437374324,35.92773709806737,-4.0868338071431936,1291.3460481873199,1212.5233487853366,6.985508383567883,0,2023-08-29
1232.7029653424572,1242.4826202267245,35.635870595347754,-6.717516975812032,1293.9770998511,1205.1509030785876,5.668580160539638,0,2023-08-30
1226.6531896836013,1238.3822944164413,34.1984631315333,-9.141293436939122,1296.9543768786637,1198.2195489025864,3.8819547984103293,1,2023-08-31
1222.2152473476624,1234.9406003611552,35.62813227280043,-10.711506370788129,1298.9277166184515,1193.0944025221734,6.9709233045847006,0,2023-09-01
1218.407534584167,1231.734145769468,35.34271427327948,-11.897174640233516,1299.8697883378143,1187.2265373457797,5.9047918685552165,1,2023-09-04
1216.4609231825002,1229.4452911128517,38.833800048164676,-12.177734250469257,1299.0535086041782,1183.047272645822,13.299757518326794,1,2023-09-05
1215.3302883567046,1227.616447353592,40.208218971317166,-12.056046735869586,1298.4048549904821,1179.711954091549,16.207064282784362,1,2023-09-06
1214.7042069864515,1226.1183895885179,41.13004056594036,-11.6921387287764,1296.517704863714,1176.9548659370673,20.636421777656043,1,2023-09-07
1215.6597098355057,1225.531826071159,45.5667368027528,-10.629811240821937,1293.3831947665626,1175.6918052334372,33.78799013278144,1,2023-09-08
1218.8333749861524,1226.2540205561975,51.92526115483972,-8.626932669968937,1289.3772353266002,1176.082542505431,52.25602106251466,0,2023-09-11
1218.1909964375336,1225.2108084050121,44.36720248483543,-8.380518903029497,1281.1556508771637,1177.4075327165865,27.82145956083824,1,2023-09-12
1218.7707495710501,1224.8459350970943,47.1920618624788,-7.6069931446022565,1271.8327658302426,1180.5464089744448,48.667867470576574,1,2023-09-13
1219.4489504658022,1224.6225940871032,47.71932111872921,-6.824823346554922,1266.168187905913,1181.9903081878367,63.4959424714827,1,2023-09-14
1220.4160846495768,1224.6364602194326,48.83191114365178,-5.953366539113858,1256.931429679835,1186.2963046951652,69.73541933250333,0,2023-09-15
1219.2685001891423,1223.6334040192187,44.080502287550715,-6.05343157005359,1251.2872356061714,1187.77713206961,43.983261270763364,0,2023-09-18
1213.4098897144117,1220.1489029295908,34.82195043633891,-8.221336209147466,1246.358480011082,1185.8666054381365,21.210879189976268,0,2023-09-20
1207.0445484382117,1216.1728657644214,32.474880308499394,-10.515826430324068,1240.5824757881849,1183.7992258719712,7.656222445662082,0,2023-09-21
1200.9441191767187,1212.108039263048,31.189582102576807,-12.585212785227213,1240.0043076008722,1178.1560073405342,3.721771937703517,0,2023-09-22
1194.6391381687356,1207.7421996792161,29.348156182145203,-14.63949593263078,1240.4586122130224,1171.3283262635402,3.617216639883343,1,2023-09-25
1189.6662417758405,1203.889438567654,29.977564655380206,-16.000659235495505,1241.308748756337,1165.432816185069,5.003224940712664,1,2023-09-26
1187.9893984558014,1201.656501896032,37.677874590627226,-15.835320765771712,1241.2855312159666,1162.8922275730959,22.85321640487077,0,2023-09-27
1183.4645149297464,1197.9846959118863,32.59024842836779,-16.90865535964781,1242.6732615272388,1157.321196480574,5.75956213081466,1,2023-09-28
1180.749886327463,1195.1798732171533,35.52680380198021,-17.123612260918662,1243.2812612601613,1153.623682587495,12.658244588896338,0,2023-09-29
1176.0961649852538,1191.3679251912636,31.8464900636192,-18.164206510543636,1244.672796012545,1147.523139046049,1.2873681131981214,0,2023-10-03
1171.9261591356621,1187.729183059953,31.32584536723712,-18.93149598155037,1245.6512620492783,1141.7335035757217,11.017823761336617,0,2023-10-04
1168.509830663553,1184.434627772249,31.31899034670282,-19.318881931000305,1245.3669085084282,1136.561375182978,10.989062172094453,1,2023-10-05
1166.0679908909183,1181.6389215000409,32.565286306335324,-19.247205423520654,1243.9952497590994,1132.4167619596506,13.244650845667046,0,2023-10-06
1162.2807265670012,1178.1721706056917,29.63266612922469,-19.756798110928912,1242.5373496578213,1127.209781689835,2.0833308813071936,1,2023-10-09
1160.1016669070918,1175.5172875420544,32.973318068323564,-19.527426827185536,1238.5699347764987,1124.2108391492827,10.105607147231938,1,2023-10-10
1161.6393565532455,1174.8545896771861,43.41870156521045,-17.668302801560458,1230.3705483026833,1125.9546348027852,52.62890859244446,1,2023-10-11
1163.2915758162917,1174.46144423174,44.52373304537988,-15.837461806270085,1225.340581762782,1126.527228295812,61.818136262137216,0,2023-10-12
1164.6343361792385,1174.100997906098,44.50222709010708,-14.226531351341464,1218.2069796820322,1128.5905422906242,61.70455983850528,0,2023-10-13
1165.2573057730701,1173.5257284812612,43.3186168709324,-13.010971487439974,1209.4276878609567,1131.925815557012,55.73873548836825,1,2023-10-16
1166.7817453839323,1173.536775638552,46.58267273962005,-11.465124251620182,1197.9880933230531,1138.2527636105408,68.4659759012405,0,2023-10-17
1165.197715328331,1172.0637093947016,39.71123869348316,-11.365555968641274,1186.7191039080983,1143.918274021589,32.95469248591079,0,2023-10-18
1162.2844366535776,1169.8838020825576,36.407601974511635,-11.867589094602636,1183.4587033897947,1143.3915285437993,15.047195378701415,0,2023-10-19
1159.262128746393,1167.5769393284152,35.1634187397208,-12.405911197020032,1182.0089919140194,1141.5673630664494,5.694829718812232,0,2023-10-20
1153.5367124047193,1163.7860249987746,29.613443139719323,-14.113370609239837,1183.8331730318582,1135.1711970853294,7.114044426792739,0,2023-10-23
1148.376628331134,1160.106998808415,28.895207267258655,-15.498978427487145,1185.764025659622,1129.1292970942845,12.056409877430083,0,2023-10-25
1141.305309543655,1155.285796540947,24.985693516772017,-17.65812012637025,1189.3295234276231,1119.7834160255018,4.226274174143295,1,2023-10-26
1139.0803429291836,1152.7888628860057,36.54021995265613,-17.58629727193602,1186.319518152979,1117.6558602649898,31.015726837431217,1,2023-10-27
